path,name,extension,size_bytes,mtime_utc,is_text_candidate,is_binary_or_asset,is_package_manifest,path_score,path_reasons
antigravity-awesome-skills-main/.gitignore,.gitignore,,1113,2026-06-23T09:15:53Z,False,False,False,0,[]
antigravity-awesome-skills-main/.snyk,.snyk,,331,2026-06-23T09:15:53Z,False,False,False,0,[]
antigravity-awesome-skills-main/AGENTS.md,AGENTS.md,.md,3000,2026-06-23T09:15:53Z,True,False,False,35,"[""filename-token:agent+35""]"
antigravity-awesome-skills-main/CATALOG.md,CATALOG.md,.md,487433,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/CHANGELOG.md,CHANGELOG.md,.md,321235,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/CODE_OF_CONDUCT.md,CODE_OF_CONDUCT.md,.md,2923,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/CONTRIBUTING.md,CONTRIBUTING.md,.md,14421,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/LICENSE,LICENSE,,1073,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/LICENSE-CONTENT,LICENSE-CONTENT,,652,2026-06-23T09:15:53Z,False,False,False,0,[]
antigravity-awesome-skills-main/package-lock.json,package-lock.json,.json,839,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/package.json,package.json,.json,6374,2026-06-23T09:15:53Z,True,False,True,35,"[""filename:package.json+35""]"
antigravity-awesome-skills-main/README.md,README.md,.md,61115,2026-06-23T09:15:53Z,True,False,False,50,"[""filename:readme.md+50""]"
antigravity-awesome-skills-main/SECURITY.md,SECURITY.md,.md,770,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/skills_index.json,skills_index.json,.json,1067666,2026-06-23T09:15:53Z,True,False,False,45,"[""filename-token:skill+45""]"
antigravity-awesome-skills-main/START_APP.bat,START_APP.bat,.bat,1423,2026-06-23T09:15:53Z,False,False,False,0,[]
antigravity-awesome-skills-main/walkthrough.md,walkthrough.md,.md,21696,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.agents/plugins/marketplace.json,marketplace.json,.json,19166,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.claude-plugin/marketplace.json,marketplace.json,.json,43080,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.claude-plugin/plugin.json,plugin.json,.json,586,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/CODEOWNERS,CODEOWNERS,,86,2026-06-23T09:15:53Z,False,False,False,0,[]
antigravity-awesome-skills-main/.github/FUNDING.yml,FUNDING.yml,.yml,810,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/MAINTENANCE.md,MAINTENANCE.md,.md,29688,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/PULL_REQUEST_TEMPLATE.md,PULL_REQUEST_TEMPLATE.md,.md,2314,2026-06-23T09:15:53Z,True,False,False,15,"[""filename-token:template+15""]"
antigravity-awesome-skills-main/.github/codeql/codeql-config.yml,codeql-config.yml,.yml,199,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/DISCUSSION_TEMPLATE/announcements.yml,announcements.yml,.yml,1681,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/DISCUSSION_TEMPLATE/general.yml,general.yml,.yml,1423,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/DISCUSSION_TEMPLATE/ideas.yml,ideas.yml,.yml,1990,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/DISCUSSION_TEMPLATE/polls.yml,polls.yml,.yml,1622,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/DISCUSSION_TEMPLATE/q-a.yml,q-a.yml,.yml,1674,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/DISCUSSION_TEMPLATE/show-and-tell.yml,show-and-tell.yml,.yml,1830,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/ISSUE_TEMPLATE/bug_report.md,bug_report.md,.md,888,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/ISSUE_TEMPLATE/config.yml,config.yml,.yml,909,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/ISSUE_TEMPLATE/feature_request.md,feature_request.md,.md,987,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/.github/workflows/actionlint.yml,actionlint.yml,.yml,763,2026-06-23T09:15:53Z,True,False,False,35,"[""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/ci.yml,ci.yml,.yml,9649,2026-06-23T09:15:53Z,True,False,False,35,"[""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/codeql.yml,codeql.yml,.yml,1417,2026-06-23T09:15:53Z,True,False,False,35,"[""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/dependency-review.yml,dependency-review.yml,.yml,386,2026-06-23T09:15:53Z,True,False,False,35,"[""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/pages.yml,pages.yml,.yml,2134,2026-06-23T09:15:53Z,True,False,False,35,"[""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/pages.yml.disabled,pages.yml.disabled,.disabled,2134,2026-06-23T09:15:53Z,False,False,False,35,"[""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/publish-npm.yml,publish-npm.yml,.yml,1765,2026-06-23T09:15:53Z,True,False,False,35,"[""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/repo-hygiene.yml,repo-hygiene.yml,.yml,2232,2026-06-23T09:15:53Z,True,False,False,35,"[""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/skill-apply-optimize-run.yml,skill-apply-optimize-run.yml,.yml,734,2026-06-23T09:15:53Z,True,False,False,80,"[""filename-token:skill+45"", ""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/skill-apply-optimize.yml,skill-apply-optimize.yml,.yml,3116,2026-06-23T09:15:53Z,True,False,False,80,"[""filename-token:skill+45"", ""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/skill-review.yml,skill-review.yml,.yml,415,2026-06-23T09:15:53Z,True,False,False,80,"[""filename-token:skill+45"", ""path-token:workflows+35""]"
antigravity-awesome-skills-main/.github/workflows/star-history.yml,star-history.yml,.yml,2102,2026-06-23T09:15:53Z,True,False,False,35,"[""path-token:workflows+35""]"
antigravity-awesome-skills-main/apps/web-app/.env.example,.env.example,.example,173,2026-06-23T09:15:53Z,False,False,False,15,"[""filename-token:example+15""]"
antigravity-awesome-skills-main/apps/web-app/.gitignore,.gitignore,,282,2026-06-23T09:15:53Z,False,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/eslint.config.js,eslint.config.js,.js,1285,2026-06-23T09:15:53Z,True,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/index.html,index.html,.html,2376,2026-06-23T09:15:53Z,False,False,False,0,[]
antigravity-awesome-skills-main/apps/web-app/package-lock.json,package-lock.json,.json,287823,2026-06-23T09:15:54Z,True,False,False,0,[]
